,Dog breed,lifetime_cost,intellingence_ranking,longevity,size_category,weight_kg,shoulder_height_cm,intelligence_category,obey_first_command_%_of_time,genetic_diseases,house_type,owners_physical_activity,tricks,Distrito,Renta media/pers (€),Áreas caninas (m²)
1135,Norfolk Terrier,24.48803959332985,30.996980618815652,12.982329753452921,small,5.122391448423359,24.029098007891008,Fair,<30,none,Apartamento pequeño,Frecuente,yes,Centro,19199.0,326.0
1136,Norfolk Terrier,23.73568493573078,30.585967864140336,12.7064974651118,medium,5.082060783099044,24.563123557939335,Fair,<30,none,Apartamento mediano,Poco frecuente,yes,Salamanca,25956.0,623.0
1137,Norfolk Terrier,24.255052096478313,29.682067129396998,12.7377744681708,small,5.095669194040077,25.20341302821133,Fair,<30,none,Finca,Muy frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
1138,Norfolk Terrier,23.568589576950036,31.026341116427798,12.86723014440242,small,5.059574511203322,25.857118678648206,Above average,>30,none,Apartamento mediano,Poco frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
1139,Norfolk Terrier,24.60999754667772,30.30762340630085,12.700511978105135,small,4.749404477969911,23.849197072163754,Fair,<30,none,Apartamento pequeño,Nada,yes,Chamartín,28233.0,165.0
1140,Norfolk Terrier,23.89456334950129,28.7718747311683,13.44658324850162,medium,4.942680832943688,25.183643087245358,Fair,>30,none,Jardín Amplio,Poco frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
1141,Norfolk Terrier,23.690826393785958,29.86527812080223,12.884739175927987,small,5.038290029088759,24.268327096100258,Lowest,>85,none,Apartamento mediano,Nada,no,Salamanca,25956.0,623.0
1142,Norfolk Terrier,24.564942797715158,29.634686779553032,13.293872250139321,medium,5.15619337553804,25.004356017327666,Fair,>30,none,Apartamento mediano,Frecuente,yes,Chamartín,28233.0,165.0
1143,Norfolk Terrier,25.151005897210716,28.918548860223627,13.297903440484031,small,4.859007018553307,21.37263782737303,Fair,>50,none,Jardín Amplio,Poco frecuente,yes,Arganzuela,20103.0,1764.0
1144,Norfolk Terrier,25.593461359554002,30.553270292876228,13.1109703317646,small,4.953045589322652,25.710254463825336,Fair,>50,none,Apartamento pequeño,Muy frecuente,no,Centro,19199.0,326.0
1145,Norfolk Terrier,25.722285317161326,28.920941262742783,13.430881540075971,small,5.3419030501185105,25.042370381565945,Excellent,>70,none,Apartamento pequeño,Poco frecuente,yes,Centro,19199.0,326.0
1146,Norfolk Terrier,23.426068793224363,30.200552414853338,12.772208978358492,medium,5.006781310465961,22.812971534472453,Fair,<30,none,Jardín Amplio,Frecuente,yes,Arganzuela,20103.0,1764.0
1147,Norfolk Terrier,23.729816150874214,30.84220654799798,13.428474364007537,large,4.9346972979441714,25.602923799227646,Fair,>95,none,Jardín Amplio,Muy frecuente,no,Arganzuela,20103.0,1764.0
1148,Norfolk Terrier,25.241887199758253,29.60033975957962,12.383600741117663,small,4.932361019182484,23.427906339421952,Fair,>50,none,Apartamento mediano,Nada,no,Arganzuela,20103.0,1764.0
1149,Norfolk Terrier,26.204947579835654,30.990556696606937,12.657703182858725,small,5.007178178119683,25.823352002404384,Fair,>30,none,Apartamento pequeño,Nada,yes,Moncloa-Aravaca,24659.0,2606.0
1150,English Toy Spaniel,18.261321304689996,45.35583444828288,10.335966836908282,small,5.2499702604824785,27.270340790737833,Average,>50,none,Apartamento pequeño,Nada,yes,Centro,19199.0,326.0
1151,English Toy Spaniel,17.582674287107533,45.748823315534985,10.409539928983062,small,5.144588692974356,21.058376328484922,Average,>30,none,Jardín Amplio,Nada,no,Centro,19199.0,326.0
1152,English Toy Spaniel,17.31305261303449,46.120664050984225,10.43845419593941,small,5.0138532857173725,23.51609669976448,Lowest,>70,none,Apartamento mediano,Nada,yes,Centro,19199.0,326.0
1153,English Toy Spaniel,18.12326198279661,44.513149467307954,10.09226997758087,small,5.440468928496273,24.193544901039086,Average,>95,none,Jardín Amplio,Nada,no,Tetuán,17026.0,1246.0
1154,English Toy Spaniel,17.225109878969345,47.12355011854348,9.823611174251885,small,4.848605219295699,24.05068585453501,Average,>50,none,Apartamento pequeño,Frecuente,yes,Centro,19199.0,326.0
1155,English Toy Spaniel,16.902710615743235,44.66696703267278,10.21139235555268,small,4.925561419095016,25.58969638061328,Average,>85,none,Apartamento pequeño,Nada,no,Tetuán,17026.0,1246.0
1156,English Toy Spaniel,17.54980295833563,45.111824792626976,9.507236319835263,small,5.136565500570132,25.960435656940135,Average,>30,none,Jardín Amplio,Nada,yes,Villa de Vallecas,13605.0,1140.0
1157,English Toy Spaniel,18.353060282257967,46.31602569181888,10.04117309961281,small,4.643523078688331,24.980650782140607,Average,>30,none,Apartamento mediano,Nada,yes,Tetuán,17026.0,1246.0
1158,English Toy Spaniel,18.521117873819325,43.72586099373902,9.511882292118958,small,5.167001220604897,24.8460208802442,Above average,>50,none,Apartamento pequeño,Muy frecuente,yes,San Blas-Canillejas,15115.0,609.0
1159,English Toy Spaniel,17.107535894729704,46.10705957920619,10.008760004924603,small,4.715853087450049,23.617118475372106,Average,>50,none,Finca,Muy frecuente,yes,Centro,19199.0,326.0
1160,English Toy Spaniel,16.93654274705795,46.25654897300276,9.812076117053662,small,5.135456222660558,24.398062176485805,Average,>70,none,Apartamento mediano,Poco frecuente,yes,Centro,19199.0,326.0
1161,English Toy Spaniel,17.516989357405077,43.46263852231862,10.344697626034753,small,5.1615865157987955,25.895622599612917,Average,>85,none,Apartamento pequeño,Frecuente,no,Centro,19199.0,326.0
1162,English Toy Spaniel,17.404846765201366,44.61120172757952,9.867635092492662,small,4.736322047085898,25.54212553225727,Average,>95,none,Apartamento pequeño,Nada,no,Villa de Vallecas,13605.0,1140.0
1163,English Toy Spaniel,17.069068210790736,43.484840384114456,9.62520968441624,small,5.094449707317521,25.276928048337265,Average,>50,none,Finca,Nada,yes,Villa de Vallecas,13605.0,1140.0
1164,English Toy Spaniel,17.161961159734467,45.888191512690995,10.297426295211595,small,4.706575078561055,24.369769958079534,Excellent,<30,none,Apartamento pequeño,Muy frecuente,yes,Tetuán,17026.0,1246.0
1165,English Toy Spaniel,17.16723402095462,45.56524782311881,10.148119747297697,small,5.076692147546868,24.168194069689125,Average,>95,none,Apartamento mediano,Nada,yes,Villa de Vallecas,13605.0,1140.0
1166,English Toy Spaniel,17.726046912821122,44.703594987176274,10.10882581242132,small,5.319720297340239,26.837557354390984,Average,>70,none,Finca,Nada,no,Tetuán,17026.0,1246.0
1167,English Toy Spaniel,16.970495096776155,45.00800442052703,10.066101013370327,small,5.217716496382431,24.987980955637312,Average,>85,none,Apartamento pequeño,Nada,no,Latina,13719.0,1802.0
1168,English Toy Spaniel,17.17181433836575,45.06452600985084,10.26463362665989,small,4.7788486172504,25.733448898934547,Average,>70,none,Finca,Poco frecuente,yes,Latina,13719.0,1802.0
1169,English Toy Spaniel,18.508913242196677,41.80226818515045,9.872594605292146,small,5.3398478840794645,24.580990035602753,Average,>70,none,Apartamento pequeño,Frecuente,no,Centro,19199.0,326.0
1170,English Toy Spaniel,17.71412569770947,44.80601947018807,9.910219791807863,small,4.809797691828692,24.95859227671895,Average,>30,none,Apartamento mediano,Poco frecuente,no,Latina,13719.0,1802.0
1171,English Toy Spaniel,17.585730832671135,45.86901534518297,10.047156848279199,small,4.89478216833589,24.24662205917678,Above average,>70,none,Apartamento mediano,Nada,yes,Tetuán,17026.0,1246.0
1172,English Toy Spaniel,17.2430059328741,44.56083805674763,9.761644681009248,small,5.314802944577849,24.141453714077805,Average,<30,none,Apartamento mediano,Muy frecuente,yes,Villa de Vallecas,13605.0,1140.0
1173,English Toy Spaniel,16.78640049263879,45.57523389451292,10.353578335330656,small,4.812983606652669,26.010533594335435,Average,<30,none,Jardín Amplio,Muy frecuente,yes,San Blas-Canillejas,15115.0,609.0
1174,English Toy Spaniel,18.0278530896279,43.216797517222986,10.04116555670573,small,4.886527283999518,26.03192864369632,Above average,>50,none,Apartamento pequeño,Nada,no,Villa de Vallecas,13605.0,1140.0
1175,English Toy Spaniel,17.084258643619012,46.2424699693676,10.681548351381172,small,5.261419958612463,24.98228998501386,Fair,>50,none,Apartamento pequeño,Poco frecuente,yes,Latina,13719.0,1802.0
1176,English Toy Spaniel,18.326660120067327,42.6106654431568,10.402153634926496,small,4.947827713931094,26.08877611620714,Average,<30,none,Apartamento pequeño,Nada,no,Tetuán,17026.0,1246.0
1177,English Toy Spaniel,18.88411288257906,46.55059136768664,10.228244362243414,small,4.771926225513427,25.486214214802068,Fair,<30,none,Apartamento pequeño,Nada,yes,San Blas-Canillejas,15115.0,609.0
1178,English Toy Spaniel,17.556794328648245,47.11742121499061,9.459548144695344,small,5.224774264941355,25.1788107873863,Excellent,>70,none,Apartamento pequeño,Nada,yes,Tetuán,17026.0,1246.0
1179,English Toy Spaniel,17.902611093589915,46.45647049226965,10.35590771938947,small,5.273023486904257,24.6907043281395,Average,>30,none,Apartamento pequeño,Nada,yes,San Blas-Canillejas,15115.0,609.0
1180,English Toy Spaniel,17.1719556961422,43.4811849391262,10.417953631824192,small,5.4380204034731285,23.681885944622007,Average,>70,none,Jardín Amplio,Nada,yes,Ciudad Lineal,16890.0,614.0
1181,English Toy Spaniel,16.74518405263539,46.67311381238695,9.919200426177287,small,4.815708340472764,25.40566723165841,Average,>50,none,Apartamento pequeño,Frecuente,yes,Tetuán,17026.0,1246.0
1182,English Toy Spaniel,16.819691515758297,44.119806672911736,10.252302755068127,small,5.13354723958686,29.07646887482779,Average,>95,none,Apartamento pequeño,Muy frecuente,no,Centro,19199.0,326.0
1183,English Toy Spaniel,17.135967031555655,45.47155391277668,10.02172704121811,small,5.435614285538585,25.984389933306833,Average,>95,none,Apartamento pequeño,Poco frecuente,yes,Tetuán,17026.0,1246.0
1184,English Toy Spaniel,17.969428479214166,45.178263486410785,10.109757381628048,small,4.8884448523103154,25.908515402143077,Fair,>50,none,Finca,Nada,yes,Centro,19199.0,326.0
1185,English Toy Spaniel,18.100439563968752,43.25907398996743,9.775518900203888,small,4.788143945690825,24.212239434992306,Average,>85,none,Apartamento pequeño,Poco frecuente,no,San Blas-Canillejas,15115.0,609.0
1186,English Toy Spaniel,16.751012155941428,46.8712616203569,10.01586339378032,small,4.802999199364638,25.32173807065864,Excellent,>50,none,Apartamento pequeño,Poco frecuente,no,Latina,13719.0,1802.0
1187,English Toy Spaniel,17.886906266710696,44.89621645106893,10.541123195599864,small,5.106850125521807,24.246701276056783,Above average,>50,none,Jardín Amplio,Nada,no,San Blas-Canillejas,15115.0,609.0
1188,English Toy Spaniel,18.209500530009244,46.72759006010689,9.799667842718861,small,4.8533516714789595,24.194272452555357,Average,>50,none,Apartamento mediano,Nada,yes,Arganzuela,20103.0,1764.0
1189,English Toy Spaniel,17.449097095042926,43.54307654666767,9.917887993890941,small,4.9749951045388805,22.806998341512287,Average,>85,none,Apartamento pequeño,Nada,no,Ciudad Lineal,16890.0,614.0
1190,English Toy Spaniel,17.502085196907018,45.99372340288217,9.759788070255608,small,5.152844954455697,25.466041387878057,Average,>50,none,Apartamento mediano,Muy frecuente,yes,Latina,13719.0,1802.0
1191,English Toy Spaniel,17.672240248110786,46.46027450188249,10.269730131678838,small,4.8153838311539685,23.116841315023805,Average,>70,none,Apartamento pequeño,Muy frecuente,no,Villa de Vallecas,13605.0,1140.0
1192,English Toy Spaniel,17.03973043818028,43.280327055688296,10.23019450166808,small,4.540955124521516,25.663106435246906,Average,>95,none,Apartamento pequeño,Frecuente,no,Latina,13719.0,1802.0
1193,English Toy Spaniel,17.84953042503714,44.05715422070998,10.512630645961954,small,4.983116253372849,24.708250990496765,Average,<30,none,Jardín Amplio,Frecuente,yes,Latina,13719.0,1802.0
1194,English Toy Spaniel,17.64973503600716,42.75178391898134,10.134864353264986,small,5.373603695482338,24.9457265477999,Excellent,>50,none,Apartamento mediano,Nada,yes,Latina,13719.0,1802.0
1195,English Toy Spaniel,17.367396875130574,43.87255179306777,9.966530092602692,small,5.350370618555186,25.251948665924395,Average,<30,none,Finca,Poco frecuente,no,Ciudad Lineal,16890.0,614.0
1196,English Toy Spaniel,17.34301954228222,44.449533211378416,9.692295553230123,small,5.479441245223883,23.95257820019787,Average,>30,none,Apartamento mediano,Nada,yes,San Blas-Canillejas,15115.0,609.0
1197,English Toy Spaniel,16.900219062608993,46.70837060835872,9.905431335409528,small,4.745382904965985,25.11011503425268,Average,>30,none,Apartamento pequeño,Nada,yes,Centro,19199.0,326.0
1198,English Toy Spaniel,17.231719159096695,45.06829659277081,10.005886021443242,small,5.300935430063383,25.13785961900413,Average,>50,none,Apartamento pequeño,Nada,no,Centro,19199.0,326.0
1199,English Toy Spaniel,16.93426757970927,48.114928923453654,10.220348923311363,small,4.793718403818923,26.67981005006932,Average,<30,none,Finca,Frecuente,no,Centro,19199.0,326.0
1200,Cavalier King Charles Spaniel,19.316614339611156,49.211471735208406,11.339728130505266,small,7.386639393719162,30.694040257514136,Average,>85,"heart, spinal problems",Jardín Amplio,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
1201,Cavalier King Charles Spaniel,18.58819059096696,47.27025858438927,11.05671568340211,small,6.241990133207328,31.2997099575202,Lowest,>50,"heart, spinal problems",Apartamento mediano,Poco frecuente,yes,Villa de Vallecas,13605.0,1140.0
1202,Cavalier King Charles Spaniel,18.47808051402846,46.6637384776379,10.87844430999608,small,6.894489418593661,29.57726422250197,Average,>50,none,Jardín Amplio,Nada,yes,Centro,19199.0,326.0
1203,Cavalier King Charles Spaniel,18.678732855087006,47.8334433313958,11.127532643733856,small,6.837442209774292,32.892438199531526,Average,>95,"heart, spinal problems",Apartamento mediano,Frecuente,no,Arganzuela,20103.0,1764.0
1204,Cavalier King Charles Spaniel,18.778255925816325,49.681702025936275,11.609167790929808,small,6.921520246718101,30.806915366806276,Average,>30,none,Apartamento pequeño,Poco frecuente,no,Villa de Vallecas,13605.0,1140.0
1205,Cavalier King Charles Spaniel,19.012730124459626,46.19593427547173,10.482370533386662,small,6.651015066473382,29.992118553638143,Average,>50,none,Apartamento pequeño,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
1206,Cavalier King Charles Spaniel,17.991705513292477,47.557749517355795,11.219375688917374,small,7.072428758542146,29.59039378623162,Average,>50,"heart, spinal problems",Apartamento pequeño,Poco frecuente,yes,Tetuán,17026.0,1246.0
1207,Cavalier King Charles Spaniel,18.427639705515876,47.19052558278274,11.403749305768345,small,6.957493981407272,32.35731341331595,Average,>50,none,Jardín Amplio,Poco frecuente,yes,Arganzuela,20103.0,1764.0
1208,Cavalier King Charles Spaniel,18.953573827548162,45.67941795840195,11.59747102444458,small,7.176832487058689,34.22463770468373,Average,>30,none,Apartamento pequeño,Nada,yes,San Blas-Canillejas,15115.0,609.0
1209,Cavalier King Charles Spaniel,19.539735266927458,47.45413061134684,11.349885177028545,small,6.968157931487241,33.30667896413891,Average,>85,"heart, spinal problems",Apartamento pequeño,Frecuente,no,Arganzuela,20103.0,1764.0
1210,Cavalier King Charles Spaniel,18.82347225658175,48.31979976211571,11.197109507016208,small,7.079937998118208,29.657138583256692,Average,>50,"heart, spinal problems",Finca,Muy frecuente,yes,Arganzuela,20103.0,1764.0
1211,Cavalier King Charles Spaniel,19.482065603103415,45.90448512754865,11.300620872824705,small,7.151270884899281,31.65879646415891,Average,<30,none,Apartamento pequeño,Poco frecuente,yes,Ciudad Lineal,16890.0,614.0
1212,Cavalier King Charles Spaniel,18.769306461625458,49.55729276151146,10.660438314248054,small,7.454784248213306,32.495676047678074,Average,>95,"heart, spinal problems",Apartamento pequeño,Poco frecuente,yes,Villa de Vallecas,13605.0,1140.0
1213,Cavalier King Charles Spaniel,18.776687641512357,47.30722644469178,11.037302374292336,small,7.0937410540790715,33.09476822245508,Lowest,>50,none,Apartamento pequeño,Nada,no,Arganzuela,20103.0,1764.0
1214,Cavalier King Charles Spaniel,18.81357403918197,48.29298168566386,11.006765990760956,small,6.926711789967095,29.559852129069185,Average,>50,"heart, spinal problems",Apartamento pequeño,Nada,yes,Tetuán,17026.0,1246.0
1215,Cavalier King Charles Spaniel,18.74879100316101,47.94826036179066,11.496220100275025,small,6.739275283783715,34.04051525438952,Average,>70,none,Jardín Amplio,Poco frecuente,yes,Arganzuela,20103.0,1764.0
1216,Cavalier King Charles Spaniel,17.144627591722042,48.245179698903314,10.946592530381446,small,6.9024279699813755,32.909913055802306,Average,>85,"heart, spinal problems",Apartamento pequeño,Nada,yes,Tetuán,17026.0,1246.0
1217,Cavalier King Charles Spaniel,18.344316844616124,48.48354625584575,11.571018174830561,small,7.093313244062416,32.13866946719306,Average,>50,"heart, spinal problems",Apartamento mediano,Poco frecuente,yes,Arganzuela,20103.0,1764.0
1218,Cavalier King Charles Spaniel,18.73980987379211,49.54550370265804,11.331470982954377,small,6.637576606513116,28.096575029993602,Average,>50,"heart, spinal problems",Jardín Amplio,Frecuente,yes,San Blas-Canillejas,15115.0,609.0
1219,Cavalier King Charles Spaniel,19.16006893127699,47.26415040377027,10.548957702740863,small,7.590589201106125,30.556759691700666,Average,>50,none,Jardín Amplio,Nada,yes,Tetuán,17026.0,1246.0
1220,Cavalier King Charles Spaniel,18.60868753823203,47.97125717613383,11.061292304788095,small,7.226017831109282,34.00179527559593,Excellent,<30,none,Apartamento mediano,Frecuente,no,Centro,19199.0,326.0
1221,Cavalier King Charles Spaniel,18.747310668937693,49.36266372216924,10.925625416963147,small,6.733245619808406,31.50675756270623,Above average,>50,"heart, spinal problems",Jardín Amplio,Poco frecuente,yes,Centro,19199.0,326.0
1222,Cavalier King Charles Spaniel,18.640396267791548,46.93443708553309,11.532385477466782,small,6.474188801479375,33.97102509750198,Average,>95,"heart, spinal problems",Apartamento pequeño,Nada,no,Villa de Vallecas,13605.0,1140.0
1223,Cavalier King Charles Spaniel,18.219017393142245,51.71153517923304,11.47118230540493,small,6.8225855987473345,33.896622162656385,Average,>70,"heart, spinal problems",Finca,Frecuente,yes,Centro,19199.0,326.0
1224,Cavalier King Charles Spaniel,19.678954250633623,49.403680942689846,11.331133075232712,small,6.812009229895327,31.91889964452264,Average,>95,"heart, spinal problems",Finca,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
1225,Cavalier King Charles Spaniel,18.60269835645103,46.76766953904375,11.291709042391371,small,7.044352320071435,31.321407503713235,Average,>50,none,Finca,Poco frecuente,yes,Arganzuela,20103.0,1764.0
1226,Cavalier King Charles Spaniel,18.146313327714992,47.3801824772615,11.7342027730474,small,7.568025882696297,30.722399500180902,Fair,>30,"heart, spinal problems",Apartamento mediano,Muy frecuente,no,Centro,19199.0,326.0
1227,Cavalier King Charles Spaniel,19.07633604771328,47.59854003179154,10.817291994613727,small,7.088652151539081,33.05265277862581,Above average,>30,"heart, spinal problems",Apartamento mediano,Poco frecuente,yes,Centro,19199.0,326.0
1228,Cavalier King Charles Spaniel,18.32543666149971,46.14756339035168,11.303241985114823,small,7.317356533158042,30.570208709474905,Average,>70,none,Apartamento pequeño,Nada,no,Tetuán,17026.0,1246.0
1229,Cavalier King Charles Spaniel,18.30646154348931,46.954001728589624,11.465816492183153,small,6.614780516437461,32.47680091817355,Average,>50,none,Jardín Amplio,Poco frecuente,no,Villa de Vallecas,13605.0,1140.0
1230,Cavalier King Charles Spaniel,19.393498661316116,46.716043843972095,11.346687123613881,small,6.752688979758195,29.59122008625824,Average,<30,"heart, spinal problems",Apartamento mediano,Nada,no,Arganzuela,20103.0,1764.0
1231,Cavalier King Charles Spaniel,17.536716182286675,47.92610056301945,10.729147547076174,small,7.830820953777614,30.27674735508801,Average,>50,none,Finca,Nada,yes,Villa de Vallecas,13605.0,1140.0
1232,Cavalier King Charles Spaniel,18.8439673076911,45.95507272341936,10.93731642899071,small,6.563344295674369,32.532032006887015,Average,>70,"heart, spinal problems",Apartamento pequeño,Nada,yes,Ciudad Lineal,16890.0,614.0
1233,Cavalier King Charles Spaniel,18.705806178887958,47.86571851565917,11.405061012238383,small,7.130539860607277,33.55274092723782,Average,>50,none,Apartamento pequeño,Nada,yes,Villa de Vallecas,13605.0,1140.0
1234,Cavalier King Charles Spaniel,18.83130678844196,49.93279895994246,11.293061135323132,small,7.481436209587505,32.829472215234524,Average,>50,"heart, spinal problems",Apartamento mediano,Poco frecuente,yes,Tetuán,17026.0,1246.0
1235,Cavalier King Charles Spaniel,18.19091946513167,48.185036389528534,11.470927461123404,small,7.2311784355084985,32.719417259658684,Lowest,>85,"heart, spinal problems",Apartamento pequeño,Nada,yes,Centro,19199.0,326.0
1236,Cavalier King Charles Spaniel,18.762014229943375,46.23409557139678,11.573227125348323,small,7.062754948927015,31.59559913757451,Average,>50,none,Apartamento pequeño,Nada,yes,Ciudad Lineal,16890.0,614.0
1237,Cavalier King Charles Spaniel,19.249783270538664,50.5498201335569,11.421309315598608,medium,6.836300910663825,32.781057235489804,Average,>30,"heart, spinal problems",Finca,Muy frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
1238,Cavalier King Charles Spaniel,18.09154455023758,46.65971545438384,11.11338223276957,large,7.066901721445296,31.26503571801732,Average,<30,none,Apartamento mediano,Poco frecuente,no,Villa de Vallecas,13605.0,1140.0
1239,Cavalier King Charles Spaniel,18.90096536161746,46.74219313172739,11.719050331739632,small,7.077635664936719,29.665885578642303,Above average,>70,"heart, spinal problems",Apartamento pequeño,Muy frecuente,no,Centro,19199.0,326.0
1240,Cavalier King Charles Spaniel,17.943501489708446,47.45010291242788,11.175561122807133,small,6.804263076093288,33.68364985490413,Fair,>70,"heart, spinal problems",Apartamento pequeño,Nada,yes,Tetuán,17026.0,1246.0
1241,Cavalier King Charles Spaniel,18.864052753148297,48.25240913668161,11.549610751049299,small,6.736859439628809,32.111520677810255,Average,>50,"heart, spinal problems",Apartamento pequeño,Frecuente,no,Villa de Vallecas,13605.0,1140.0
1242,Cavalier King Charles Spaniel,18.290697223498203,46.912501073757504,11.258527008325931,small,6.876728037030231,33.3537242635386,Excellent,>50,"heart, spinal problems",Finca,Nada,yes,Arganzuela,20103.0,1764.0
1243,Cavalier King Charles Spaniel,18.25417697794938,48.54726842053178,11.389371462602103,small,7.241914115858885,32.59098465212792,Average,>70,"heart, spinal problems",Apartamento pequeño,Poco frecuente,no,Arganzuela,20103.0,1764.0
1244,Cavalier King Charles Spaniel,18.982754485711748,46.45741301912304,10.69821936899511,small,7.30968385269252,32.791661717761805,Average,>50,"heart, spinal problems",Apartamento pequeño,Frecuente,yes,Arganzuela,20103.0,1764.0
1245,Cavalier King Charles Spaniel,18.036512478512854,46.437122518972984,11.46187977144703,small,6.899987517262595,29.02052104224782,Fair,>50,"heart, spinal problems",Apartamento pequeño,Frecuente,yes,San Blas-Canillejas,15115.0,609.0
1246,Cavalier King Charles Spaniel,18.974300930082226,47.22266085475114,11.413215293735082,small,7.012011571095199,33.33805744554163,Average,>50,"heart, spinal problems",Apartamento pequeño,Poco frecuente,yes,Arganzuela,20103.0,1764.0
1247,Cavalier King Charles Spaniel,19.1059231221027,45.09033755821086,10.594941572253859,small,6.8321504582503785,34.17722276677406,Above average,>50,none,Apartamento pequeño,Nada,yes,Arganzuela,20103.0,1764.0
1248,Cavalier King Charles Spaniel,18.16160193952166,46.810089307217105,11.575791794046259,small,6.906788100518724,31.803056078342806,Average,>50,"heart, spinal problems",Apartamento pequeño,Poco frecuente,yes,Villa de Vallecas,13605.0,1140.0
1249,Cavalier King Charles Spaniel,17.764501470071043,47.10623842447681,10.985729488994696,small,6.726906943556766,30.36344693648303,Average,>50,"heart, spinal problems",Apartamento pequeño,Poco frecuente,no,Centro,19199.0,326.0
1250,Basenji,22.43379666975859,1.9730747081025855,13.339123519411237,medium,9.428752089541474,42.52882568844637,Lowest,>30,"kidney, eye problems, anaemia",Finca,Muy frecuente,yes,Arganzuela,20103.0,1764.0
1251,Basenji,21.83736369978374,2.0511255056345385,13.060551775753813,medium,9.816134939047922,41.461481660336744,Lowest,>70,"kidney, eye problems, anaemia",Apartamento mediano,Nada,yes,Chamberí,25275.0,826.0
1252,Basenji,21.279951364679683,1.9075318567083075,12.934773903962391,medium,10.479934019560247,41.61934964292064,Lowest,<30,"kidney, eye problems, anaemia",Apartamento mediano,Frecuente,no,Ciudad Lineal,16890.0,614.0
1253,Basenji,22.029845184406934,2.0017246730000107,13.789048598488154,medium,9.541104297058165,41.039439857996975,Lowest,<30,"kidney, eye problems, anaemia",Apartamento pequeño,Poco frecuente,yes,Tetuán,17026.0,1246.0
1254,Basenji,21.99651548093361,2.0610989440240197,13.417525453891724,medium,10.862954576864364,43.28727882255966,Lowest,<30,"kidney, eye problems, anaemia",Apartamento mediano,Frecuente,yes,Ciudad Lineal,16890.0,614.0
1255,Basenji,22.20325088812092,1.9091644854167105,13.379237134256508,medium,10.397738659405373,39.98238785455405,Lowest,>70,"kidney, eye problems, anaemia",Finca,Muy frecuente,yes,Tetuán,17026.0,1246.0
1256,Basenji,21.682951134079175,2.05280950514897,13.268593529539933,medium,10.3305044721281,44.50753860778077,Lowest,<30,none,Apartamento mediano,Frecuente,yes,Arganzuela,20103.0,1764.0
1257,Basenji,21.700763454597055,2.0105636071498134,13.848283422475404,small,10.458702251288177,42.51869554940909,Lowest,<30,"kidney, eye problems, anaemia",Apartamento pequeño,Nada,no,Fuencarral-El Pardo,20671.0,1852.0
1258,Basenji,22.390131230646954,1.9952355292962307,13.827755380882712,medium,9.29426273501601,39.58603124641823,Lowest,<30,none,Apartamento pequeño,Poco frecuente,yes,Chamberí,25275.0,826.0
1259,Basenji,22.401282653434947,2.0374285830915784,13.05113621328907,medium,9.680129766703965,43.39544358558606,Lowest,<30,"kidney, eye problems, anaemia",Finca,Frecuente,yes,Centro,19199.0,326.0
1260,Basenji,22.69233123455385,2.124637346212207,14.152377924471164,medium,9.389518886697774,47.05964441263152,Lowest,<30,"kidney, eye problems, anaemia",Apartamento mediano,Muy frecuente,yes,Fuencarral-El Pardo,20671.0,1852.0
1261,Basenji,22.275389700070654,1.964868006081696,13.699739298199065,medium,10.166701489454596,42.515425784710395,Lowest,>50,none,Jardín Amplio,Frecuente,yes,Tetuán,17026.0,1246.0
1262,Basenji,21.390933000069282,2.0762287470233556,13.741418501356613,medium,9.984312661118715,38.97379248458694,Fair,<30,"kidney, eye problems, anaemia",Apartamento mediano,Nada,yes,Arganzuela,20103.0,1764.0
1263,Basenji,22.24832989966873,1.981407955323595,13.215966640043806,medium,10.186461479077382,41.714199521866924,Lowest,>30,none,Apartamento pequeño,Poco frecuente,yes,Tetuán,17026.0,1246.0
1264,Basenji,21.529173199066452,1.851517550735521,13.45811234541267,large,10.259283936540927,41.292074762649825,Lowest,<30,"kidney, eye problems, anaemia",Jardín Amplio,Muy frecuente,yes,Chamberí,25275.0,826.0
1265,Basenji,21.452600075461284,2.0069529478925308,13.670853854350629,medium,10.12661074724225,40.35775659556086,Lowest,<30,"kidney, eye problems, anaemia",Apartamento mediano,Nada,yes,Fuencarral-El Pardo,20671.0,1852.0
1266,Basenji,22.378468321406128,1.934344029066506,13.648585707714943,medium,10.075088770061104,40.9034148967896,Lowest,>70,"kidney, eye problems, anaemia",Apartamento mediano,Poco frecuente,no,Chamberí,25275.0,826.0
1267,Basenji,21.64282191272325,1.9839863021901334,13.664347665229553,medium,9.79764210969301,40.35207050731759,Lowest,>30,"kidney, eye problems, anaemia",Jardín Amplio,Nada,yes,Chamberí,25275.0,826.0
1268,Basenji,20.677446724124096,2.0318437615993927,13.894310736603144,medium,9.741874670548071,43.0560579943061,Fair,<30,"kidney, eye problems, anaemia",Apartamento pequeño,Poco frecuente,yes,San Blas-Canillejas,15115.0,609.0
